Charge Code,Charge Description,Department Code,Department,Effective,Rev Code,Price,CPT/HCPCS
2089032,ECHO 2D W/ M-MODE CMPL,Cardiology,4590,10/1/2012 0:00,0483,2832.7,93307
2089040,ECHO TEE CMPL W/PF,Cardiology,4590,10/1/2012 0:00,0483,5011.64,93312
2089090,EKG INDUSTRIAL,Cardiology,4590,10/1/2012 0:00,0730,247.24,93005
2089094,STRESS ECHOCARDIOGRAM,Cardiology,4590,10/12/2015 0:00,EXP,0,
2185101,NU EMG 1 EXTREMITY,Cardiology,4590,1/29/2020 0:00,0922,724.48,95860
2284100,STATISTICAL EEG TECH TIME,EEG,4620,10/12/2015 0:00,0999,0,
2284101,EEG AWAKE/ASLEEP,EEG,4620,10/1/2012 0:00,0740,1752.01,95819
2284104,EEG CEREBRAL DEATH EVAL,EEG,4620,10/1/2012 0:00,0740,1752.01,95824
2284130,EEG BAERS TEST,EEG,4620,10/1/2012 0:00,0740,2182.46,92585
2370053,XR EYE FB DETECT,Radiology,4630,10/1/2012 0:00,0320,686.35,70030
2370061,XR EYE FB LOCALIZATION,Radiology,4630,10/1/2012 0:00,0320,940.78,70030
2370087,XR MANDIBLE <4 VW,Radiology,4630,10/1/2012 0:00,0320,686.35,70100
2370095,XR MANDIBLE CMPL 4+V,Radiology,4630,10/1/2012 0:00,0320,823.1,70110
2370103,XR MASTOID <3VW PER SIDE,Radiology,4630,10/1/2012 0:00,0320,686.35,70120
2370110,XR MEDICATION,Radiology,4630,10/1/2012 0:00,0255,154.24,
2370111,XR MASTOIDS CMPL 3+V,Radiology,4630,10/1/2012 0:00,0320,1058.25,70130
2370145,XR FACIAL BONES <3VW,Radiology,4630,10/1/2012 0:00,0320,686.35,70140
2370152,XR FACIAL CMPL 3+V,Radiology,4630,10/1/2012 0:00,0320,1022.44,70150
2370160,XR OPTIC FORAMINA,Radiology,4630,10/1/2012 0:00,0320,686.35,70190
2370161,XR ORBITS CMPL 4+V,Radiology,4630,10/1/2012 0:00,0320,686.35,70200
2370178,XR NASAL CMPL 3+V,Radiology,4630,10/1/2012 0:00,0320,823.63,70160
2370210,XR SINUSES <3VW,Radiology,4630,10/1/2012 0:00,0320,686.35,70210
2370228,XR SINUSES CMPL 3+V,Radiology,4630,10/1/2012 0:00,0320,877.99,70220
2370230,XR SHUNTOGRAM NONVASCULAR S&I,Radiology,4630,10/1/2012 0:00,0320,587.96,75809
2370236,XR SELLA TURCICA,Radiology,4630,10/1/2012 0:00,0320,686.35,70240
2370243,REMOVAL OF PERC NEPH TUBE UNDER FLOUR,Radiology,4630,10/1/2012 0:00,0361,345.6,50389
2370244,XR SKULL <4VW,Radiology,4630,10/1/2012 0:00,0320,686.35,70250
2370251,XR SKULL CMPL 4+V,Radiology,4630,10/1/2012 0:00,0320,1153.77,70260
2370293,XR TM JOINTS BILAT,Radiology,4630,10/1/2012 0:00,0320,783.96,70330
2370301,XR SOFT TISSUE NECK,Radiology,4630,10/1/2012 0:00,0320,686.35,70360
2371018,XR CHEST ONE VIEW,Radiology,4630,1/11/2018 0:00,0324,686.35,71045
2371020,XR CHEST XRAY EMP HEALTH,Radiology,4630,1/11/2018 0:00,0324,686.35,71045
2371021,XR CHEST XRAY PHYSICALS,Radiology,4630,1/11/2018 0:00,0324,686.35,71045
2371023,ENDO CATH BILIARY DUCT,Radiology,4630,10/1/2012 0:00,0320,2294.47,74328
2371026,XR CHEST TWO VIEWS,Radiology,4630,1/11/2018 0:00,0324,686.35,71046
2371030,XR CHEST DECUBITUS LT,Radiology,4630,1/17/2018 0:00,0320,1097.13,71046
2371032,XR CHEST DECUBITUS RT,Radiology,4630,1/17/2018 0:00,0320,1097.13,71046
2371034,XR CHEST 2V W/LORDOTIC,Radiology,4630,1/11/2018 0:00,0324,744.79,71047
2371042,XR CHEST CMPL 4+V,Radiology,4630,1/11/2018 0:00,0324,1097.67,71048
2371050,XR CHEST DECUBITUS BILATERAL,Radiology,4630,1/17/2018 0:00,0324,2194.28,71047
2371067,FINE NEEDLE ASPIRATION W/IMAGE GUIDE,Radiology,4630,10/1/2012 0:00,0361,1796.54,10022
2371068,PERCUTANEOUS NEEDLE BIOPSY LIVER,Radiology,4630,10/1/2012 0:00,0361,1796.54,47000
2371069,PERCUTANEOUS NEEDLE BIOPSY LUNG,Radiology,4630,10/1/2012 0:00,0361,1796.54,32405
2371070,PERCUTANEOUS NEEDLE BIOPSY PANCREAS,Radiology,4630,10/1/2012 0:00,0361,1796.54,48102
2371072,PERCUTANEOUS NEEDLE BIOPSY THYROID,Radiology,4630,10/1/2012 0:00,0361,1796.54,60100
2371074,ABD PARACENTESIS,Radiology,4630,10/1/2012 0:00,0361,1796.54,49082
2371117,XR RIBS 2VW LT,Radiology,4630,10/15/2015 0:00,0320,611.42,71100LT
2371123,XR RIBS 2VW RT,Radiology,4630,1/20/2016 0:00,0320,611.42,71100RT
2371125,XR RIBS 3V BIL,Radiology,4630,10/1/2012 0:00,0320,862.23,71110
2371133,XR STERNUM 2VW MIN,Radiology,4630,10/1/2012 0:00,0320,686.35,71120
2371141,XR STERNO CLAV JOINTS 3VW MIN,Radiology,4630,10/1/2012 0:00,0320,686.35,71130
2371201,GUNTHER TULIP VENA CAVA FILTER FEMORAL,Radiology,4630,2/1/2021 0:00,0278,6100,C1880
2371203,GUNTHER TULIP VENA CAVA FILTER JUGULAR,Radiology,4630,2/1/2021 0:00,0278,6100,C1880
2371301,ACU-STIK INTRODUCER SET,Radiology,4630,10/15/2015 0:00,0272,1504.04,
2371310,ALL PURPOSE DRAINAGE SET,Radiology,4630,10/1/2012 0:00,0272,1421.61,
2371320,*ANGIO SYRINGE DISPOSABLE,Radiology,4630,10/1/2012 0:00,0272,576.88,
2371330,*ANGIO SYRINGE PRE-FILLED,Radiology,4630,10/1/2012 0:00,0272,2019.13,
2371332,XR UROGRAM RETROGRADE,Radiology,4630,10/1/2012 0:00,0320,345.6,74420
2371334,XR FLUORO CV ACCESS PLACEMENT,Radiology,4630,10/1/2012 0:00,0320,345.6,77001
2371336,XR FLUORO >1HR,Radiology,4630,2/6/2020 0:00,0320,345.6,
2371338,XR CARM-BRONCHOSCOPY,Radiology,4630,2/6/2020 0:00,0320,345.6,
2371340,*ANGIO TRAY,Radiology,4630,10/1/2012 0:00,0272,525.4,
2371345,EPIDUROGRAPHY,Radiology,4630,10/1/2012 0:00,0320,1377.88,72275
2371346,XR CARM-EPIDUAL INJECTION,Radiology,4630,10/1/2012 0:00,0320,837.21,77003
2371350,ARTERIAL CATHETER,Radiology,4630,10/1/2012 0:00,0272,1024.96,
2371370,BALLOON DILATION CATHETER,Radiology,4630,10/1/2012 0:00,0272,2266.35,C1726
2371380,BILIARY DRAINAGE SET,Radiology,4630,10/1/2012 0:00,0272,1421.61,
2371385,AMPLATZ ULTRA STIFF 145cm,Radiology,4630,12/1/2020 0:00,0272,212.5,C1769
2371390,BIOPSY NEEDLE DISPOSABLE,Radiology,4630,10/1/2012 0:00,0272,700.5,
2371400,DILATOR VESSEL,Radiology,4630,10/1/2012 0:00,0272,329.66,
2371410,ECHOGENIC CORE BIOPSY NEEDLE,Radiology,4630,10/1/2012 0:00,0272,824.13,
2371420,GLIDEWIRE,Radiology,4630,8/15/2013 0:00,0272,556.27,C1769
2371430,GUIDEWIRE,Radiology,4630,8/15/2013 0:00,0272,525.4,C1769
2371440,HIGH PRESSURE INJ LINE,Radiology,4630,10/24/2013 0:00,0272,0,
2371444,INJECTION CHOLANGIOGRAPHY,Radiology,4630,2/8/2016 0:00,0361,1497.12,47531
2371445,IR TUNNEL CATHETER INSERTION,Radiology,4630,8/24/2016 0:00,0320,0,36558
2371446,IR TUNNEL CATHETER REMOVAL,Radiology,4630,8/24/2016 0:00,0320,0,36589
2371447,IR FLUORO CV ACCESS PLACEMENT,Radiology,4630,10/1/2012 0:00,0320,2232,77001
2371452,IR QUINTON LINE PLACEMENT,Radiology,4630,8/24/2016 0:00,0361,0,36556
2371453,IR ANGIOPLASTY,Radiology,4630,8/24/2016 0:00,0360,0,
2371454,IR FISTULAGRAM,Radiology,4630,8/24/2016 0:00,0360,0,
2371455,IR IVC FILTER PLACEMENT,Radiology,4630,8/24/2016 0:00,0361,0,
2371460,PERC NEPHROSTOMY SET,Radiology,4630,10/1/2012 0:00,0272,1462.83,
2371470,RABINOV SIALOGRAPHY SET,Radiology,4630,10/1/2012 0:00,0272,618.09,
2371490,SCALPEL #11 DISPOSABLE,Radiology,4630,10/15/2015 0:00,0272,0,
2371500,HYPAQUE 30 300ML,Radiology,4630,10/1/2012 0:00,0255,1179.55,
2371505,CONRAY 60 50ML,Radiology,4630,10/1/2012 0:00,0636,690.24,Q9958
2371510,HYPAQUE POWDER,Radiology,4630,10/1/2012 0:00,0255,721.1,
2371511,OMNIPAQUE 100-199 MG/ML PER MCI,Radiology,4630,10/1/2012 0:00,0636,618.1,Q9965
2371520,GASTROVIEW 350-399MG/ML IODINE PER ML,Radiology,4630,10/1/2012 0:00,0636,479.02,Q9963
2371525,ISOVUE 300-399 MG/ML PER ML,Radiology,4630,10/1/2012 0:00,0636,1040.49,Q9967
2372010,XR SWALLOW CINE/VIDEO,Radiology,4630,10/1/2012 0:00,0320,1381.29,74230
2372011,XR NEPHROSTOGRAM,Radiology,4630,10/1/2012 0:00,0320,2972.05,74425
2372029,XR SPINE 1V ANY LEVEL,Radiology,4630,10/1/2012 0:00,0320,686.35,72020
2372032,XR G AND/OR J TUBE CHECK,Radiology,4630,6/19/2018 0:00,0320,345.6,49465
2372037,XR C-SPINE 2 OR 3V,Radiology,4630,10/1/2012 0:00,0320,690.22,72040
2372045,XR C-SPINE 4 OR 5V,Radiology,4630,10/1/2012 0:00,0320,978.66,72050
2372052,XR C-SPINE 6+ V,Radiology,4630,10/1/2012 0:00,0320,1058.25,72052
2372060,XR T-SPINE 2VW,Radiology,4630,10/1/2012 0:00,0320,686.35,72070
2372078,XR THORACOCOLUMBAR 2VW,Radiology,4630,10/1/2012 0:00,0320,686.35,72080
2372086,XR SCOLIOSIS SUP/ERECT,Radiology,4630,2/8/2016 0:00,0320,772.75,72084
2372094,XR LUMBAR SPINE 2-3VW,Radiology,4630,10/1/2012 0:00,0320,686.35,72100
2372102,XR LUMBAR SPINE 4VW MINIMUM,Radiology,4630,10/1/2012 0:00,0320,1174.8,72110
2372115,XR L-SPINE CMPL W/BENDING V,Radiology,4630,10/1/2012 0:00,0320,1293.64,72114
2372120,XR LUMBAR PUNCTUR W/ASPIRATION,Radiology,4630,10/30/2020 0:00,0361,1433.26,
2372136,XR PELVIS 1/2VW,Radiology,4630,10/1/2012 0:00,0320,686.35,72170
2372144,XR PELVIS CMPL 3+V,Radiology,4630,10/1/2012 0:00,0320,705.39,72190
2372151,XR SACROILIAC JOINTS 3VW MIN,Radiology,4630,10/1/2012 0:00,0320,705.39,72202
2372169,XR SACRUM AND COCCYX 2VW MIN,Radiology,4630,10/1/2012 0:00,0320,686.35,72220
2373016,XR CLAVICLE CMPL BIL,Radiology,4630,10/16/2015 0:00,0320,509.47,7300050
2373018,XR CLAVICLE CMPL LT,Radiology,4630,10/16/2015 0:00,0320,508.94,73000LT
2373020,XR CLAVICLE CMPL RT,Radiology,4630,10/16/2015 0:00,0320,508.94,73000RT
2373024,XR SCAPULA CMPL BIL,Radiology,4630,10/16/2015 0:00,0320,932.32,7301050
2373026,XR SCAPULA CMPL LT,Radiology,4630,10/16/2015 0:00,0320,587.96,73010LT
2373029,XR SCAPULA CMPL RT,Radiology,4630,10/16/2015 0:00,0320,587.96,73010RT
2373032,XR SHOULDER 1VW BILAT,Radiology,4630,10/16/2015 0:00,0320,558.91,7302050
2373038,XR SHOULDER 1VW LT,Radiology,4630,10/16/2015 0:00,0320,352.88,73020LT
2373041,XR SHOULDER 1VW RT,Radiology,4630,10/16/2015 0:00,0320,352.88,73020RT
2373046,XR SHOULDER CMPL 2+V LT,Radiology,4630,10/16/2015 0:00,0320,597.48,73030LT
2373050,XR SHOULDER CMPL 2+V RT,Radiology,4630,10/16/2015 0:00,0320,597.48,73030RT
2373052,XR SHOULDER ARTHRO LT,Radiology,4630,10/1/2012 0:00,0320,1160.17,73040
2373055,XR SHOULDER ARTHRO RT,Radiology,4630,10/1/2012 0:00,0320,1160.17,73040
2373057,XR SHOULDER CMPL 2+V BIL,Radiology,4630,10/1/2012 0:00,0320,597.48,7303050
2373061,XR HUMERUS 2VWW MIN RT,Radiology,4630,10/16/2015 0:00,0320,431.37,73060RT
2373062,XR HUMERUS 2VW MIN LT,Radiology,4630,10/1/2012 0:00,0320,686.35,73060LT
2373065,XR SHOULDER ARTHRO BILAT,Radiology,4630,10/1/2012 0:00,0320,1450.23,7304050
2373073,XR AC JOINTS BIL W/W/O WTS,Radiology,4630,10/1/2012 0:00,0320,611.42,73050
2373081,XR HUMERUS 2VW MIN BILAT,Radiology,4630,10/1/2012 0:00,0320,862.8,7306050
2373107,XR ELBOW 2VW BILAT,Radiology,4630,10/1/2012 0:00,0320,407.7,7307050
2373123,XR ELBOW CMPL 3+V BIL,Radiology,4630,10/1/2012 0:00,0320,602.66,7308050
2373131,XR ELBOW ARTHROGRAPHY,Radiology,4630,11/9/2017 0:00,0322,2664.94,73085
2373135,XR ELBOW 2VW LT,Radiology,4630,10/16/2015 0:00,0320,407.7,73070LT
2373139,XR ELBOW 2VW RT,Radiology,4630,10/16/2015 0:00,0320,407.7,73070RT
2373149,XR FOREARM 2VW BILAT,Radiology,4630,10/16/2015 0:00,0320,509.9,7309050
2373152,XR ELBOW CMPL 3+V LT,Radiology,4630,10/16/2015 0:00,0320,602.66,73080LT
2373155,XR ELBOW CMPL 3+V RT,Radiology,4630,10/16/2015 0:00,0320,602.66,73080RT
2373157,XR FOREARM 2VW LT,Radiology,4630,6/15/2018 0:00,0320,509.9,73090LT
2373159,XR FOREARM 2VW RT,Radiology,4630,10/16/2015 0:00,0320,509.9,73090RT
2373160,XR WRIST 2VW LT,Radiology,4630,10/16/2015 0:00,0320,431.37,73100LT
2373162,XR WRIST 2VW RT,Radiology,4630,10/16/2015 0:00,0320,431.37,73100RT
2373164,XR WRIST 2VW BILAT,Radiology,4630,10/16/2015 0:00,0320,643.86,7310050
2373168,XR WRIST CMPL 3+V LT,Radiology,4630,10/16/2015 0:00,0320,602.66,73110LT
2373170,XR WRIST CMPL 2VW RT,Radiology,4630,6/15/2018 0:00,0320,602.66,73110RT
2373180,XR WRIST CMPL 3+V BIL,Radiology,4630,10/16/2015 0:00,0320,927.14,7311050
2373200,XR HAND 2V LT,Radiology,4630,10/16/2015 0:00,0320,407.7,73120LT
2373204,XR HAND 2V RT,Radiology,4630,10/16/2015 0:00,0320,407.7,73120RT
2373206,XR HAND 2VW BILAT,Radiology,4630,10/16/2015 0:00,0320,407.7,7312050
2373210,XR HAND 3VW MIN LT,Radiology,4630,10/16/2015 0:00,0320,548.56,73130LT
2373212,XR HAND 3VW MIN RT,Radiology,4630,10/16/2015 0:00,0320,548.56,73130RT
2373222,XR HAND 3VW MIN BILAT,Radiology,4630,10/16/2015 0:00,0320,548.56,7313050
2373225,XR FINGER LT THUMB,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373228,XR FINGER LT 2ND DIGIT,Radiology,4630,10/16/2015 0:00,0320,396.64,73140F1
2373231,XR FINGER LT 3RD DIGIT,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373233,XR FINGER LT 4TH DIGIT,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373235,XR FINGER LT 5TH DIGIT,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373237,XR FINGER RT THUMB,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373239,XR FINGER RT 2ND DIGIT,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373241,XR FINGER RT 3RD DIGIT,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373244,XR FINGER RT 4TH DIGIT,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373246,XR FINGER RT 5TH DIGIT,Radiology,4630,10/1/2012 0:00,0320,396.64,73140
2373248,XR FINGER,Radiology,4630,3/23/2012 0:00,0320,571.96,73140
2373249,XR HIP LTD ONE VIEW LT,Radiology,4630,4/27/2016 0:00,0320,470.28,73501
2373250,XR HIP LTD ONE VIEW RT,Radiology,4630,4/27/2016 0:00,0320,470.28,73501
2373327,XR HIP LIMITED UNILATERAL,Radiology,4630,10/10/2018 0:00,0320,686.35,73501
2373335,XR HIP COMPLETE UNILATERAL,Radiology,4630,12/21/2017 0:00,0320,686.35,73502
2373343,XR HIPS BILAT W/PELVIS 2+V,Radiology,4630,9/20/2017 0:00,0320,940.04,73521
2373350,XR HIPS BILAT W/PELVIS 4+V,Radiology,4630,2/8/2016 0:00,0320,823.1,73523
2373352,XR HIP CMPL 2+V LT,Radiology,4630,4/27/2016 0:00,0320,602.66,73502
2373354,XR HIP CMPL 2+V RT,Radiology,4630,4/27/2016 0:00,0320,602.66,73502
2373378,XR FEMUR 2V LT,Radiology,4630,4/27/2016 0:00,0320,564.3,73552
2373380,XR FEMUR 2V RT,Radiology,4630,4/27/2016 0:00,0320,564.3,73552
2373400,XR FEMUR 2V BIL,Radiology,4630,4/27/2016 0:00,0320,564.3,73552
2373403,XR KNEE 1-2V LT,Radiology,4630,10/16/2015 0:00,0320,489.28,73560LT
2373405,XR KNEE 1-2V RT,Radiology,4630,10/16/2015 0:00,0320,489.28,73560RT
2373434,XR KNEE 1-2V BIL,Radiology,4630,10/16/2015 0:00,0320,489.28,7356050
2373436,XR KNEE 3V LT,Radiology,4630,10/16/2015 0:00,0320,674.72,73562LT
2373438,XR KNEE 3V RT,Radiology,4630,10/16/2015 0:00,0320,674.72,73562RT
2373442,XR KNEE CMPL 4+V BIL,Radiology,4630,10/16/2015 0:00,0320,1349.53,7356450
2373448,XR KNEE STAND BOTH KNEES,Radiology,4630,10/1/2012 0:00,0320,1349.53,73565
2373462,XR TIBIA/FIBULA 2V LT,Radiology,4630,10/16/2015 0:00,0320,587.96,73590LT
2373464,XR TIBIA/FIBULA 2V RT,Radiology,4630,10/16/2015 0:00,0320,587.96,73590RT
2373466,XR TIBIA/FIBULA 2V BIL,Radiology,4630,10/16/2015 0:00,0320,927.14,7359050
2373468,XR ANKLE 2V LT,Radiology,4630,10/16/2015 0:00,0320,376.56,73600LT
2373470,XR ANKLE 2V RT,Radiology,4630,10/16/2015 0:00,0320,376.56,73600RT
2373483,XR TIBIA AND FIBULA,Radiology,4630,3/23/2012 0:00,0320,571.96,73590
2373491,XR ANKLE 2V BIL,Radiology,4630,12/9/2015 0:00,0320,376.56,7360050
2373493,XR ANKLE CMPL 3+V LT,Radiology,4630,10/16/2015 0:00,0320,587.23,73610LT
2373495,XR ANKLE CMPL 3+V RT,Radiology,4630,10/16/2015 0:00,0320,587.23,73610RT
2373517,XR ANKLE CPML 3+V BIL,Radiology,4630,10/16/2015 0:00,0320,927.14,7361050
2373527,XR FOOT 2V LT,Radiology,4630,10/16/2015 0:00,0320,463.58,73620LT
2373530,XR FOOT 2V RT,Radiology,4630,10/16/2015 0:00,0320,463.58,73620RT
2373533,XR FOOT 2V BIL,Radiology,4630,10/16/2015 0:00,0320,463.58,7362050
2373535,XR FOOT CMPL 3+V LT,Radiology,4630,12/9/2015 0:00,0320,587.23,73630LT
2373538,XR FOOT CMPL 3+V RT,Radiology,4630,10/16/2015 0:00,0320,587.23,73630RT
2373558,XR FOOT CMPL 3+V BIL,Radiology,4630,10/16/2015 0:00,0320,587.23,7363050
2373560,XR CALCANEUS 2+V LT,Radiology,4630,10/16/2015 0:00,0320,504.8,73650LT
2373562,XR CALCANEUS 2+V RT,Radiology,4630,10/16/2015 0:00,0320,504.8,73650RT
2373565,XR TOE LT GREAT TOE,Radiology,4630,10/1/2012 0:00,0320,329.41,73660
2373567,XR TOE LT 2ND DIGIT,Radiology,4630,10/1/2012 0:00,0320,329.41,73660
2373571,XR TOE LT 4TH DIGIT,Radiology,4630,10/1/2012 0:00,0320,329.41,73660
2373573,XR TOE LT 5TH DIGIT,Radiology,4630,10/1/2012 0:00,0320,329.41,73660
2373574,XR CALCANEUS 2+V BIL,Radiology,4630,10/1/2012 0:00,0320,686.35,7365050
2373575,XR TOE RT GREAT TOE,Radiology,4630,10/1/2012 0:00,0320,329.41,73660
2373578,XR TOE RT 2ND DIGIT,Radiology,4630,10/1/2012 0:00,0320,329.41,73660
2373582,XR TOE,Radiology,4630,3/23/2012 0:00,0320,571.96,73660
2373584,XR TOE,Radiology,4630,6/15/2018 0:00,0320,329.41,73660
2373586,XR TOE RT 4TH DIGIT,Radiology,4630,10/1/2012 0:00,0320,329.41,73660
2373591,XR BONE LENGTH STUDIES,Radiology,4630,10/1/2012 0:00,0320,862.23,77073
2374014,XR ABDOMEN ONE VIEW(KUB),Radiology,4630,1/11/2018 0:00,0320,686.35,74018
2374022,XR ABDOMEN AP/OBLIQUE/CONE,Radiology,4630,12/9/2015 0:00,0320,815.36,74022
2374024,XR FINGER(S)  2+V,Radiology,4630,10/1/2015 0:00,0320,396.64,73140
2374026,XR TOE (S) 2+V,Radiology,4630,10/1/2015 0:00,0320,329.41,73660
2374028,IR SURGICAL PROCEDURE ADD-ON,Radiology,4630,10/1/2015 0:00,0361,1746.8,
2374030,IR SURGICAL PROCEDURE 1ST HR,Radiology,4630,10/1/2015 0:00,0361,1119.74,
2374033,XR ABDOMEN AP/DECUB/ERECT,Radiology,4630,1/17/2018 0:00,0320,715.92,74019
2374046,XR REPEAT ELBOW 2 VIEW RT,Radiology,4630,10/1/2012 0:00,0320,693.01,73070
2374082,XR REPEAT WRIST 2 VIEW LT,Radiology,4630,10/1/2012 0:00,0320,693.01,73100
2374088,XR SURGICAL PROCEDURE ADD-ON,Radiology,4630,10/1/2015 0:00,0361,1746.8,
2374090,XR SURGICAL PROCEDURE 1ST HR,Radiology,4630,10/1/2015 0:00,0361,1119.74,
2375033,XR ESOPHAGRAM,Radiology,4630,10/1/2012 0:00,0320,1381.29,74220
2375066,XR UGI W/O KUB,Radiology,4630,10/1/2012 0:00,0320,1381.29,74240
2375071,XR UGI W/AIR W/O KUB,Radiology,4630,10/1/2012 0:00,0320,1411.05,74246
2375083,XR UPPER GI SMALL BOWEL,Radiology,4630,10/1/2012 0:00,0320,2083.68,74245
2375090,XR SMALL BOWEL SERIES,Radiology,4630,10/1/2012 0:00,0320,1381.29,74250
2375116,XR BARIUM ENEMA,Radiology,4630,10/1/2012 0:00,0320,1411.35,74270
2375124,XR BARIUM ENEMA AIR CONTRAST,Radiology,4630,10/1/2012 0:00,0320,2083.68,74280
2375132,XR BARIUM ENEMA HYPAQUE,Radiology,4630,10/1/2012 0:00,0320,2083.68,74280
2375165,XR OPERATIVE CHOLANGIOGRAM,Radiology,4630,10/1/2012 0:00,0320,1751.98,74300
2375173,XR CHOLANGIOGRAM THRU CATH S&I,Radiology,4630,8/24/2017 0:00,0361,1514.9,47531
2375207,XR ABSCESS FISTULA/SINUS TRACT STUDY S&I,Radiology,4630,8/12/2014 0:00,0320,1243.18,76080
2376012,XR IVP LIMITED,Radiology,4630,10/1/2012 0:00,0320,2294.46,74400
2376079,XR RETRO PYELOGRAM,Radiology,4630,10/1/2012 0:00,0320,2294.46,74420
2376087,XR URETHROGRAM,Radiology,4630,10/1/2012 0:00,0320,2294.46,74420
2376103,XR CYSTOGRAM 3+V S&I,Radiology,4630,10/1/2012 0:00,0320,2294.46,74430
2376129,XR CYSTOURETHROGRAM VOIDING S&I,Radiology,4630,10/1/2012 0:00,0320,2294.46,74455
2376136,XR NEPHROSTOMY TUBE EXCHANGE,Radiology,4630,1/1/1960 0:00,0320,5056,75984
2376137,XR RENAL CYST STUDY,Radiology,4630,10/1/2012 0:00,0320,2630.01,74470
2376140,RMVL TUN CVC W/O SUBQ PORT/PMP,Radiology,4630,8/24/2017 0:00,0361,518.4,36589
2376174,XR HYSTEROSALPINGOGRAM,Radiology,4630,10/1/2012 0:00,0320,2630.01,74740
2376343,XR RIBS BILAT 3VW PEDIATRIC,Radiology,4630,10/1/2012 0:00,0320,686.35,71110
2376456,XR PHY & OPT CHEST (1V),Radiology,4630,1/29/2020 0:00,0324,128.78,71045
2377044,XR BONE AGE,Radiology,4630,10/1/2012 0:00,0320,686.35,77072
2377062,XR BONE SURVEY LTD METS,Radiology,4630,10/1/2012 0:00,0320,1371.86,77074
2377065,XR BONE SURVEY COMPLETE,Radiology,4630,10/1/2012 0:00,0320,992.4,77075
2377069,XR BONE SURVEY INFANT,Radiology,4630,10/1/2012 0:00,0320,979.96,77076
2377083,XR FISTULA SINUS,Radiology,4630,12/9/2015 0:00,EXP,0,
2377098,XR TRAY STERILE,Radiology,4630,10/19/2015 0:00,0272,0,
2377123,MRI L SPINE W/WO CONTRAST,MRI,4660,10/23/2015 0:00,0612,9936,72158
2377124,XR SURGICAL SPECIMEN,Radiology,4630,10/1/2012 0:00,0320,144.21,76098
2377152,MRI C SPINE W/CONTRAST,Radiology,4630,10/1/2012 0:00,0612,8542.63,72142
2377160,IR QUINTON CATHETER REMOVAL,Radiology,4630,8/24/2016 0:00,0360,0,77001
2377163,MRI ABDOMEN WITH CONTRAST,MRI,4660,10/23/2015 0:00,0610,7715.95,74182
2377164,MRI ARM,Radiology,4630,2/13/2013 0:00,0610,6336,73225
2377165,MRI CHEST,Radiology,4630,2/13/2013 0:00,0610,6336,71555
2377166,MRI LEG,Radiology,4630,2/13/2013 0:00,0610,6336,73725
2377170,MRI ORBIT/FACE/NECK W/O CONTRAST,MRI,4660,10/1/2012 0:00,0610,6180.98,70540
2377172,MRI MRCP W/O CONTRAST,MRI,4660,10/1/2012 0:00,0610,4824,74181
2377174,XR FLUORO <1HR,Radiology,4630,10/1/2012 0:00,0320,1377.88,76000
2377175,MRI C SPINE W/WO CONTRAST,Radiology,4630,10/1/2012 0:00,0612,9969.12,72156
2377176,MRI ABDOMEN W/O CONTRAST,MRI,4660,10/23/2015 0:00,0610,8061.55,74181
2377177,MRI T SPINE W/WO CONTRAST,MRI,4660,10/23/2015 0:00,0612,10519.2,72157
2377178,MRI ABDOMEN W/WO CONTRAST,MRI,4660,10/1/2012 0:00,0610,8579.95,74183
2377179,MRI PELVIS W/WO CONTRAST,MRI,4660,10/1/2012 0:00,0610,10196.64,72197
2377180,MRI PELVIS W CONTRAST,MRI,4660,10/1/2012 0:00,0610,8498.88,72196
2377210,*SPECIAL SERVICES,Radiology,4630,10/1/2012 0:00,0270,4.12,
2377242,IR Percutaneous Nephrostomy,Radiology,4630,8/1/2011 0:00,EXP,0,
2377301,IR ANGIO TRANSLUMINAL BALOON,Radiology,4630,8/24/2016 0:00,0320,0,75978
2377310,XR VENOGRAM EXTREMITY UNI S&I,Radiology,4630,10/1/2012 0:00,0320,1528.52,75820
2377366,*DO NOT USE,Radiology,4630,2/11/2020 0:00,0999,0,
2381001,CATH PALINDROME DIALYSIS 23cm SPORTS PK,Radiology,4630,1/1/2021 0:00,0278,2820,C1750
2381003,CATH PALINDROME DIALYSIS 19cm SPORTS PK,Radiology,4630,2/1/2021 0:00,0278,2820,C1750
2381005,CATH PALINDROME DIALYSIS 28cm SPORTS PK,Radiology,4630,1/1/2021 0:00,0278,2820,C1750
2381007,CATH PALINDROME DIALYSIS 55cm,Radiology,4630,1/1/2021 0:00,0278,2336.25,C1750
2478128,NM TC99M PYROPHOSPHATE SD ^25MCI,Nuclear Medicine,4650,10/1/2012 0:00,0343,960.62,A9538
2479020,NM GASTRIC EMPTYING STUDY  0-3HRS,Nuclear Medicine,4650,6/23/2014 0:00,EXP,0,
2479025,NM 9MPC SULFER COLLOID,Nuclear Medicine,4650,10/1/2012 0:00,0343,437.84,A9541
