chg_cod_ext_id,chg_desc,ref_eff_ts,row_sta_cd,table_int_id,ref_int_id,org_int_id,lst_mod_id,lst_mod_ts,compute_0010,org_nm,gl_account_id,gl_sub_acct,chg_type_int_id,cod_dtl_ds,active_dt,cod_dtl_ext_id,chg_amt_1,cpt_mod_id,cpt4_ext_id,gl_stat
403073391,INSERT TIBIAL MAKO X3 UNI,05/12/2021 09:37:11:507,A,600,97581,6022,r_craneware,05/12/2021 09:37:11:507,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,4125,,C1776,
403073392,INSERT TRIATHLON X3 11MM,05/12/2021 09:37:02:84,A,600,97580,6022,r_craneware,05/12/2021 09:37:02:84,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,4125,,C1776,
403073393,CRUCIATE FEMORAL TRIATHLON SZ 7,05/12/2021 09:36:54:083,A,600,97579,6022,r_craneware,05/12/2021 09:36:54:083,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,6450,,C1776,
403073394,INSERT 0 POLYETHYLENE 36MM,05/13/2021 10:12:01:14,A,600,97583,6022,r_craneware,05/13/2021 10:12:01:14,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,3750,,C1776,
403073395,HEMASHIELD 18X9 WOVEN BIFUR,05/20/2021 15:34:49:677,A,600,97595,6022,r_craneware,05/20/2021 15:34:49:677,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,2053,,C1768,
403073396,HEMASHIELD 18X10 WOVEN BIFUR,05/20/2021 15:34:58:287,A,600,97596,6022,r_craneware,05/20/2021 15:34:58:287,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,2053,,C1768,
403073397,HEMASHIELD 22X11MM BIFUR,05/20/2021 15:35:07:177,A,600,97597,6022,r_craneware,05/20/2021 15:35:07:177,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,2053,,C1768,
403073398,HEMASHIELD 24X12 WOVEN BIFUR,05/20/2021 15:35:15:673,A,600,97598,6022,r_craneware,05/20/2021 15:35:15:673,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,2053,,C1768,
403073401,PLATE ZEVO 23MM 1 LEVEL,05/20/2021 15:35:24:503,A,600,97599,6022,r_craneware,05/20/2021 15:35:24:503,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,4676,,C1713,
403073402,CALCIUM PHOSPHATE 5CC QUICK SET,05/27/2021 09:53:27:5,A,600,97648,6022,r_craneware,05/27/2021 09:53:27:5,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,4950,,C1713,
403073403,PLATE ZEVO 35MM,05/27/2021 09:53:36:063,A,600,97649,6022,r_craneware,05/27/2021 09:53:36:063,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,278,5063,,C1713,
403092332,OR PROC LEVEL1 1ST 1/2 HOUR,02/08/2014 07:36:29:987,A,600,95196,6022,morrisv0,02/08/2014 07:36:29:987,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,6097,,,
403092333,OR PROC LEVEL 1 EA  ADDL 15 MIN,02/08/2014 07:36:29:987,A,600,95195,6022,morrisv0,02/08/2014 07:36:29:987,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,1070,,,
403092334,OR PROC LEVEL 2 1ST 1/2 HOUR,02/08/2014 07:36:29:987,A,600,95464,6022,morrisv0,02/08/2014 07:36:29:987,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,6451,,,
403092335,OR PROC LEVEL 2 EA  ADDL 15 MIN,02/08/2014 07:36:29:987,A,600,95194,6022,morrisv0,02/08/2014 07:36:29:987,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,1456,,,
403092336,OR PROC LEVEL 3 1ST 1/2 HOUR,02/08/2014 07:36:29:987,A,600,95193,6022,morrisv0,02/08/2014 07:36:29:987,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,6748,,,
403092337,OR PROC LEVEL 3 EA ADDL 15 MIN,02/08/2014 07:36:29:987,A,600,95192,6022,morrisv0,02/08/2014 07:36:29:987,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,1566,,,
403092338,OR PROC LEVEL 4 1ST 1/2 HOUR,02/08/2014 07:36:29:987,A,600,95191,6022,morrisv0,02/08/2014 07:36:29:987,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,7112,,,
403092339,OR PROC LEVEL 4 EA ADDL 15 MIN,02/08/2014 07:36:30:003,A,600,95190,6022,morrisv0,02/08/2014 07:36:30:003,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,2194,,,
403092340,OR PROC LEVEL 5 1ST 1/2 HOUR,02/08/2014 07:36:30:003,A,600,95189,6022,morrisv0,02/08/2014 07:36:30:003,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,7597,,,
403092341,OR PROC LEVEL 5 EA  ADDL 15 MIN,02/08/2014 07:36:30:003,A,600,97230,6022,morrisv0,02/08/2014 07:36:30:003,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,3/17/2021 0:00,360,2194,,93355,
403098500,OTHER-STATS ONLY,04/15/2013 06:45:36:587,A,600,70037,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,6/19/2014 0:00,999,0,,,
403098510,CABG-STATS ONLY,04/15/2013 06:45:36:587,A,600,70038,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,6/19/2014 0:00,999,0,,,
403098520,VALVE-STATS ONLY,04/15/2013 06:45:36:587,A,600,70039,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,6/19/2014 0:00,999,0,,,
403098740,EXCISION B9 LESION G 0.5CM,05/25/2021 13:07:59:09,A,600,97600,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,4918,,11420,
403098741,DEBRIDEMENT BONE 20 SQ CM,05/25/2021 13:07:59:09,A,600,97601,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,4918,,11044,
403098742,TISSUE TRANSFER SCALP/ARM/LEG 10 SQ CM,05/25/2021 13:07:59:09,A,600,97602,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,5996,,14020,
403098743,TOTAL HIP ARTHROPLASTY PROSTHETIC REPL,05/25/2021 13:07:59:09,A,600,97603,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,43047,,27130,
403098744,PARTIAL EXCISION TARSAL/METATARSAL BONE,05/25/2021 13:07:59:09,A,600,97604,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,9894,,28122,
403098745,"CORRECTION HAMMERTOE, ONE TOE",05/25/2021 13:07:59:09,A,600,97605,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,9894,,28285,
403098746,"DESTRUCTION OF ANAL LESION, SIMPLE",05/25/2021 13:07:59:09,A,600,97606,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8541,,46922,
403098747,HEMORRHOLDOPEXY BY STAPLING,05/25/2021 13:07:59:09,A,600,97607,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8541,,46947,
403098748,REPAIR INGUINAL HERNIA,05/25/2021 13:07:59:09,A,600,97608,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,17689,,49650,
403098749,REPAIR HERNIA WITH MESH Add On,05/26/2021 17:33:01:037,A,600,97615,6022,powerkv0,05/26/2021 17:33:01:037,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49568,
403098750,LOWER BACK DISK SURGERY,05/25/2021 13:07:59:09,A,600,97609,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,21899,,63030,
403098751,LAMINOTOMY SINGLE LUMBAR,05/25/2021 13:07:59:09,A,600,97610,6022,powerkv0,05/25/2021 13:07:59:09,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,21899,,63042,
403098755,REPAIR RECURRENT INGUINAL HERNIA ANY AGE,05/26/2021 17:33:01:05,A,600,97616,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49520,
403098756,"REPAIR RECURRENT INGUINAL HERNIA, ANY AG",05/26/2021 17:33:01:05,A,600,97617,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49521,
403098757,"REPAIR INGUINAL HERNIA, SLIDING, ANY AGE",05/26/2021 17:33:01:05,A,600,97618,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49525,
403098758,REPAIR LUMBAR HERNIA,05/26/2021 17:33:01:05,A,600,97619,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,17689,,49540,
403098759,"REPAIR INITIAL FEMORAL HERNIA, ANY AGE",05/26/2021 17:33:01:05,A,600,97620,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49550,
403098760,"REPAIR INITIAL FEMORAL HERNIA, ANY AGE",05/26/2021 17:33:01:05,A,600,97621,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49553,
403098761,REPAIR RECURRENT FEMORAL HERNIA REDUCIBL,05/26/2021 17:33:01:05,A,600,97622,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49555,
403098762,REPAIR RECURRENT FEMORAL HERNIA INCARC,05/26/2021 17:33:01:05,A,600,97623,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49557,
403098764,REPAIR FIRST ABDOMINAL WALL HERNIA,05/26/2021 17:33:01:05,A,600,97624,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49560,
403098765,REPAIR RECURRENT VENTRAL HERNIA,05/26/2021 17:33:01:05,A,600,97625,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,17689,,49565,
403098766,REPAIR RECURRENT INCISIONAL/VENTRAL HERN,05/26/2021 17:33:01:05,A,600,97626,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,17689,,49566,
403098767,EXCISION OF BONE CYST/TUMOR,05/26/2021 17:33:01:05,A,600,97627,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,18795,,28103,
403098768,REMOVAL OF ANAL FISSURE,05/26/2021 17:33:01:05,A,600,97628,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8541,,46200,
403098769,EXCISION OF TUMOR SUBQ 3CM,05/26/2021 17:33:01:05,A,600,97629,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,4918,,21931,
403098770,"REMOVAL OF IMPLANT, DEEP",05/26/2021 17:33:01:05,A,600,97630,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8284,,20680,
403098771,REMOVAL OF SUPERFICIAL IMPLANT,05/26/2021 17:33:01:05,A,600,97631,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,4918,,20670,
403098772,"EXCISION TUMOR, NECK OR THORAX SUBQ 3CM",05/26/2021 17:33:01:05,A,600,97632,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8284,,21552,
403098773,COLONOSCOPY W/LESION REMOVAL,05/26/2021 17:33:01:05,A,600,97633,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,3625,,45385,
403098774,REPAIR SPIGELIAN HERNIA,05/26/2021 17:33:01:05,A,600,97634,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49590,
403098775,REPAIR HERNIA INCARCERATED >5YRS,05/26/2021 17:33:01:05,A,600,97635,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49507,
403098776,PLACEMENT OF SETON,05/26/2021 17:33:01:05,A,600,97636,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8541,,46020,
403098777,UMBILECTOMY OMPHALECTOMY,05/26/2021 17:33:01:05,A,600,97637,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,49250,
403098778,"EXCISION OF HYDROCELE, UNILATERAL",05/26/2021 17:33:01:05,A,600,97638,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,11128,,55040,
403098779,"EXCISION OF TUMOR, FACE OR SCALP SUBQ 2",05/26/2021 17:33:01:05,A,600,97639,6022,powerkv0,05/26/2021 17:33:01:05,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8284,,21014,
403098780,"EXCISION OF TUMOR, SOFT TISSUE SHOULDER",05/26/2021 17:33:01:067,A,600,97640,6022,powerkv0,05/26/2021 17:33:01:067,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8284,,23073,
403098781,"HEMORRHOIDECTOMY, SINGLE",05/26/2021 17:33:01:067,A,600,97641,6022,powerkv0,05/26/2021 17:33:01:067,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,8541,,46255,
403098782,"BIOPSY OF LIVER, WEDGE",05/26/2021 17:33:01:067,A,600,97642,6022,powerkv0,05/26/2021 17:33:01:067,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,10446,,47100,
403098783,"FASCIOTOMY, FOOT AND/OR TOE",05/26/2021 17:33:01:067,A,600,97643,6022,powerkv0,05/26/2021 17:33:01:067,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,28008,,28008,
403098784,"NEUROPLASTY, MEDIAN NERVE, CARPAL TUNNEL",05/26/2021 17:33:01:067,A,600,97644,6022,powerkv0,05/26/2021 17:33:01:067,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,6133,,64721,
403098785,"I&D ISCHIORECTAL/PERIRECTAL ABSCESS, SPX",05/26/2021 17:33:01:067,A,600,97645,6022,powerkv0,05/26/2021 17:33:01:067,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,3625,,46040,
403098786,I&D PERIANAL ABSCESS,05/26/2021 17:33:01:067,A,600,97646,6022,powerkv0,05/26/2021 17:33:01:067,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4030,,14791,Charge,1/1/1960 0:00,360,2774,,46050,
404009002,CARDIOVERSION - OUTPATIENT ONLY,04/15/2013 06:45:36:587,A,600,96092,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,480,1509,,92960,
404009006,EKG - 12 LEAD,04/15/2013 06:45:36:587,A,600,95337,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,730,653,,93005,
404009050,INFUSION BLOOD PRODUCT-ONCE DAY,04/15/2013 06:45:36:587,A,600,96203,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,391,1078,,36430,
404009303,RECOVERY ROOM INITIAL 30 MIN,03/10/2015 10:36:20:063,A,600,95906,6022,silcimv0,03/10/2015 10:36:20:063,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,710,965,,,
404009304,RECOVERY ROOM EACH ADD'L 15 MIN,03/10/2015 10:36:20:063,A,600,95905,6022,silcimv0,03/10/2015 10:36:20:063,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,710,524,,,
404090075,COLLCT VENOUS BLOOD-VENIPUNCTURE,04/15/2013 06:45:36:587,A,600,96204,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,300,109,,36415,
404090600,OP IV INFUSION INIT UP TO 1 HR,04/15/2013 06:45:36:587,A,600,96205,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,260,570,,96365,
404090610,OP IV INFUSION EACH ADDL HR,04/15/2013 06:45:36:587,A,600,95418,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,260,287,,96366,
404090615,OP INJ SQ OR IM- THER/PROPH/DIAG,04/15/2013 06:45:36:587,A,600,95339,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,940,128,,96372,
404090625,OP  IV PUSH INITIAL NEW DRUG,04/15/2013 06:45:36:587,A,600,95413,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,940,293,,96374,
404090801,OP IV PUSH EA ADD SAME SUBS/DRUG,04/15/2013 06:45:36:587,A,600,95960,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,940,287,,96376,
404094075,INSERT BLAD CATH-NON INDWELLING,05/20/2015 08:15:25:49,A,600,96206,6022,silcimv0,05/20/2015 08:15:25:49,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,361,436,,51701,
404094076,INSERT BLADDER CATH-COMPLICATED,05/20/2015 08:15:25:49,A,600,95903,6022,silcimv0,05/20/2015 08:15:25:49,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,361,497,,51703,
404095821,INSERT INDWELL BLAD CATH (FOLEY),05/20/2015 08:15:25:49,A,600,96230,6022,silcimv0,05/20/2015 08:15:25:49,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2021 0:00,361,272,,51702,
404098255,PACU MS RM CHG,04/15/2013 06:45:36:587,A,600,95460,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14792,Room and Bed Charges,3/17/2021 0:00,110,4051,,,
404098256,PACU TELE RM CHG,04/15/2013 06:45:36:587,A,600,95459,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14792,Room and Bed Charges,3/17/2021 0:00,110,4351,,,
404098370,PACU OBSERVATION CHG PER HR,05/22/2013 07:10:24:957,A,600,89290,6022,morrisv0,05/22/2013 07:10:24:957,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14791,Charge,3/17/2018 0:00,762,0,,G0378,
404098408,PACU SUB ACUTET RM CHG,03/20/2020 15:01:49:01,A,600,97374,6022,powerkv0,03/20/2020 15:01:49:01,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,3040,,14792,Room and Bed Charges,3/17/2021 0:00,199,2363,,,
405001000,ACETAMINOPHEN 1-7 CLASS,04/15/2013 06:45:36:587,A,600,96796,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,301,648,,G0480,
405001001,HIV ANTIBODY SCREEN,04/15/2013 06:45:36:587,A,600,95232,6022,CNV_charge_master,04/15/2013 06:45:36:587,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,302,294,,86701,
405001002,HIV 1/2 ANTIBODY DIFFERENTIATION,04/16/2015 08:40:35:083,A,600,95892,6022,silcimv0,04/16/2015 08:40:35:083,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,302,62,,86702,
405001003,PATH CONSULT LIMITED,03/20/2018 14:05:14:39,A,600,96246,6022,powerkv0,03/20/2018 14:05:14:39,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,310,57,,80500,
405001004,DIFF CELL COUNT NOT BLOOD,03/20/2018 14:05:14:39,A,600,96247,6022,powerkv0,03/20/2018 14:05:14:39,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,300,8,,89051,
405001005,PATH CONSULT COMPREHENSIVE,03/20/2018 14:05:14:39,A,600,96248,6022,powerkv0,03/20/2018 14:05:14:39,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,310,57,,80502,
405001006,ALCOHOL (ETHANOL)8-14 CLASSES,07/17/2018 18:23:33:233,A,600,96770,6022,powerkv0,07/17/2018 18:23:33:233,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,301,548,,G0481,
405001007,SALICYLATE 8-14 CLASSES,07/17/2018 18:23:33:233,A,600,96771,6022,powerkv0,07/17/2018 18:23:33:233,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,301,470,,G0481,
405001008,ACETAMINOPHEN 8-14 CLASSES,07/17/2018 18:23:33:233,A,600,96772,6022,powerkv0,07/17/2018 18:23:33:233,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,301,648,,G0481,
405001009,DESIPRAMINE-CHG-ONLY 8-14 CLASSES,07/17/2018 18:23:33:233,A,600,96773,6022,powerkv0,07/17/2018 18:23:33:233,BAKERSFIELD HEART HOSPITAL,BAKERSFIELD HEART HOSPITAL,4050,,14791,Charge,3/17/2021 0:00,301,172,,G0481,
