CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,1310702199
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,1659011830
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,1659011860
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,1659011872
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,1659011890
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,2780803701
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,2780803702
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,2780803703
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,3172294301
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,3172294305
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4280611301
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4285820301
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4285820350
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4306374940
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4306374956
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4306374960
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4306374984
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4306374988
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4306374990
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4306374993
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4306374998
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4338635801
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4338635805
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,4338635810
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5107977901
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5107977920
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5186221705
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932400
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932402
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932410
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932415
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932420
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932424
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932430
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932440
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932450
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932460
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5295932490
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726702
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726710
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726712
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726716
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726720
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726728
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726730
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726732
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726740
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726745
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726750
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726756
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726760
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726784
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726790
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5321726792
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5374611001
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5374611005
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5374611010
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5456952402
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5456952404
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5456952405
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529210
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529211
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529212
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529213
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529214
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529215
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529216
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529217
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529218
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504529219
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504533043
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5504533044
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5766417613
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5766417688
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6042959201
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6042959205
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6068741801
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6068741811
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6076022030
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6076022060
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6076022090
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6362978231
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6626731900
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6626731920
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6626731930
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6626731960
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6626731988
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6626731990
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6626731991
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6626731992
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6633644430
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6633644460
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6633644490
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6808488401
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6808488411
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,7133512484
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,7133512486
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,7133512487
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,28.54,,,4306374906
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,25.7,,,5570078101
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,25.7,,,5570078130
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,25.7,,,5570078140
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,25.7,,,5570078160
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,25.7,,,5570078190
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,16.04,,,4306374912
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,14.85,,,6318777815
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,14.85,,,6318777820
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,14.85,,,6318777830
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,14.85,,,6318777890
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,13.54,,,4306374915
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,3535679540
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,5043626121
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,5043626122
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,5043626124
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,5570059801
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,5570059830
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,5570059840
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,5570059860
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,12.19,,,5570059890
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,11.35,,,3535679514
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,11.35,,,3535679515
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,11.35,,,3535679521
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,11.35,,,5570026015
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,11.35,,,5570059814
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,11.35,,,5570059815
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,11.35,,,5570059821
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,11.04,,,4306374920
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10.68,,,4306374921
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191911820
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191911826
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191911830
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191911860
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191911872
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191911890
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191982830
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191982860
4951517,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,10,,,6191982890
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,8.78,,,6191943290
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,8.56,,,5043602032
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,8.56,,,5043602035
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,8.03,,,6076027460
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,7.91,,,6191924890
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,7.89,,,6191952490
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0054055125
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0054055129
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0228298111
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0228298150
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0406051201
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0406051205
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0406051223
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0406051262
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800204
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800206
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800210
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800212
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800215
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800220
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800230
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800291
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800293
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0440800294
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0603499821
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0603499828
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,0904643761
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,1070218501
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,1070218550
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,1310704401
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,1310704405
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,3172294901
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,3172294905
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,3326119610
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,3326119615
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,3326119620
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,3326119630
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4229164501
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4280611401
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4285810201
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4285810250
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365310
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365312
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365315
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365318
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365320
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365324
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365330
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365340
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365356
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365360
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365388
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365390
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4306365398
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4338649101
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4338649105
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4778119601
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,4778119605
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,5374620301
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,5374620305
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,5528995115
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6191943230
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6362978241
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6373970910
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6633614510
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6633614515
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6633614530
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6808435501
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6808435511
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6809401359
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,6809401361
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,7193004512
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,6,,,7193004552
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,31.68,,,4306365302
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,27.41,,,3535681715
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,27.41,,,5570038515
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,27.41,,,5570049815
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,6318771912
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,6318782410
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,6318782430
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,6318782460
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,6318782490
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,6318798430
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,7120532910
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,7120532930
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.6,,,7120532960
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.56,,,5570038520
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.56,,,5570049820
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.56,,,5570049824
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.51,,,5570038540
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.51,,,5570049840
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.51,,,5570049856
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.45,,,5570038530
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.45,,,5570038590
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.45,,,5570049830
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.45,,,5570049890
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.4,,,5570038560
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.4,,,5570049860
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.09,,,5570038501
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.09,,,5570049801
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.09,,,5570049805
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,25.09,,,5570049810
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,17.34,,,7133502166
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,17.34,,,7133502167
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,17.34,,,7133512166
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,17.34,,,7133512167
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,17.34,,,7133514926
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,11.68,,,4306365306
4951518,OXYCODONE-ACETAMINOPHEN 5-325 MG PO TABS,10.79,,,6191961430
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,9.45,,,0406052323
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,9,,,6830848047
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,8.6,,,6808437811
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,8.59,,,6808437801
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,8,,,5295911930
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,0228298311
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,5374620401
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6373921710
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,6373973910
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,7193004712
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,6,,,7193004752
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,31.04,,,5043629831
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,31.04,,,5043629832
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,30.81,,,5570049601
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,30.81,,,5570049630
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,30.77,,,5570049660
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,30.77,,,5570049690
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,30.38,,,5570049615
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,27.66,,,6318772190
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,27.66,,,6318782360
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,24.43,,,6362977483
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,24.43,,,6362977485
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,24.43,,,7133501463
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,24.43,,,7133501465
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,24.43,,,7133510705
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,22.53,,,6076020410
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,20.03,,,6076027660
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,18.67,,,7133501461
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,18.67,,,7133510361
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.92,,,6191943730
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.92,,,6191943760
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.92,,,6191943790
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.92,,,6191947560
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.92,,,6191961230
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.92,,,6191987130
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.92,,,6191987160
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.92,,,6191987190
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.85,,,6808471001
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.85,,,6808471011
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,0406052301
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,0406052305
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,0406052362
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,0904643961
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,1070218701
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,1070218750
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,1310704601
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,3172295101
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,3172295105
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,4229164601
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,4280611601
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,4285810401
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,4285810450
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,4338649301
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,4338649305
4951519,OXYCODONE-ACETAMINOPHEN 10-325 MG PO TABS,17.76,,,4778123001
