Description,CURRENT PRICE,,,
GUIDE CATH 6FR JR 4,$261.86,,,
GUIDE CATH 6FR JR 4 W/O HOLES,$261.86,,,
GUIDE CATH 6FR JR 4SH,$261.86,,,
GUIDE CATH 6FR JR3.5,$261.86,,,
GUIDE CATH 6FR LEB 3.0,$261.86,,,
GUIDE CATH 6FR LEB 3.5,$261.86,,,
GUIDE CATH 6FR LEB 4.0,$261.86,,,
GUIDE CATH 6FR LIMA 100CM,$261.86,,,
GUIDE CATH 6FR LNCHR EBU4.0,$261.86,,,
GUIDE CATH 6FR WILLIAMS 3DRC,$261.86,,,
GUIDE CATH FR6 AR2,$261.86,,,
GUIDE CATH VISTA BRITE TIP,$261.86,,,
GUIDE CATHET FLUID DRAINAGE,$681.11,,,
GUIDE CATHETER 6FR AR2,$261.86,,,
GUIDE CATHETER 6FR EBU 3.0,$261.86,,,
GUIDE CATHETER 6FR EBU 3.5,$261.86,,,
GUIDE CATHETER 6FR JL 3.5,$261.86,,,
GUIDE CATHETER 6FR JL 4.0,$261.86,,,
GUIDE NEEDLE 2000 MULTI PRO,$154.64,,,
GUIDE NERV DESTR NEEDLE EMG,$375.54,,,
GUIDE SOFTOUCH PIGTAIL 5FRX110,$53.00,,,
GUIDE SPARTACORE 190+300 CM,$154.64,,,
GUIDE WHOLLY WIRE 175CM,$154.64,,,
GUIDE WIRE,$177.85,,,
GUIDE WIRE .014/190 10CM SPART,$154.64,,,
GUIDE WIRE .014/190 BMW,$154.64,,,
GUIDE WIRE .014/300 10CM SPART,$154.64,,,
GUIDE WIRE .014/300 EXC STRGT,$154.64,,,
GUIDE WIRE .014/300 PT GRAPHIX,$298.00,,,
GUIDE WIRE .035IN 260CM ROSEN,$154.64,,,
GUIDE WIRE 1.1/120 TRIMED,$154.64,,,
GUIDE WIRE 180CM 1.5MM JTIP,$154.64,,,
GUIDE WIRE FIELDER XT 190,$154.64,,,
GUIDE WIRE MEDTRONIC,"$1,360.00",,,
GUIDE WIRE PRO VIA ST NCE,"$1,400.00",,,
GUIDE WIRE STIFF 035 3J 46-502,$154.64,,,
GUIDECATH 6FR AL1 LA6SAL10,$261.86,,,
GUIDECATH 6FRX100CM AL1,$261.86,,,
GUIDECATH 6FRX100CM AR1,$261.86,,,
GUIDECATH 6FRX100CM JL3.5,$261.86,,,
GUIDECATH 6FRX100CM JL4,$261.86,,,
GUIDECATH 6FRX100CM JR4,$261.86,,,
GUIDECATH 6FRX100CM XB 3.5,$261.86,,,
GUIDECATH 6FRX100CM XB3,$261.86,,,
GUIDECATH 6FRX100CM XB3.5,$261.86,,,
GUIDECATH 6FRX100CM XB4,$261.86,,,
GUIDECATH 6FRX100CM XBLAD 4.0,$261.86,,,
GUIDECATH 8FRX100CM XB 3,$261.86,,,
GUIDECATH ANG 4FRX120CMX.038IN,$261.86,,,
GUIDECATH AVE MB1 6FRX100CM,$261.86,,,
GUIDECATH GED 6FR EBU 3.75,$261.86,,,
GUIDECATH IM 6FRX90CM 67019090,$261.86,,,
GUIDECATH RBC 6FRX100CM,$261.86,,,
GUIDECATH RDC1 VERIP 6FRX50CM,$261.86,,,
GUIDEW 35X180CM ANG REG TAPER,$154.64,,,
GUIDEWIRE  LUNDORQUIST  XSTIFF,$154.64,,,
GUIDEWIRE .014,$154.64,,,
GUIDEWIRE .014INX300CM TIP 3CM,$154.64,,,
GUIDEWIRE .018INX180CM GR1804,$154.64,,,
GUIDEWIRE .018X300IN STEELCORE,$154.64,,,
GUIDEWIRE .025J,$154.64,,,
GUIDEWIRE .035 BENTSON STR,$154.64,,,
GUIDEWIRE .035 JTIP 150MM,$154.64,,,
GUIDEWIRE .035INX145CM SUP,$154.64,,,
GUIDEWIRE .035INX180CMX1.5 TFE,$154.64,,,
GUIDEWIRE .038 145CM BENTSON,$154.64,,,
GUIDEWIRE 014IN-038IN HI-TORQ,$154.64,,,
GUIDEWIRE 15J GUIDE 0.38,$154.64,,,
GUIDEWIRE 180CM CHOICEPT STR,$154.64,,,
GUIDEWIRE 45 CM,$154.64,,,
GUIDEWIRE ABIRONMAN .014/300CM,$154.64,,,
GUIDEWIRE ABPLT 150 .014/190CM,$154.64,,,
GUIDEWIRE ABPLT150 .014X300CM,$154.64,,,
GUIDEWIRE ABPLT200 .014/300CM,$154.64,,,
GUIDEWIRE AMPLATZ 46-509,$154.64,,,
GUIDEWIRE ANG .018X180 GR1806,$154.64,,,
GUIDEWIRE ANGLED,$98.00,,,
GUIDEWIRE ASTATO 30 300CM,$154.64,,,
GUIDEWIRE ASTATO XS 20 300CM,$154.64,,,
GUIDEWIRE BMW .014INX300CM,$154.64,,,
GUIDEWIRE BMW HITORQUE 300CM,$154.64,,,
GUIDEWIRE CONFIANZA 300,$154.64,,,
GUIDEWIRE COOK LUN DC 035X300,$154.64,,,
GUIDEWIRE COPE .018X40CM,$154.64,,,
GUIDEWIRE CSI VIPERWIRE 0.014,$154.64,,,
GUIDEWIRE CSI VIPERWIRE 0.017,$154.64,,,
GUIDEWIRE DOC 145CM EXT 22260,$154.64,,,
GUIDEWIRE ENDOLOGIX .035,$154.64,,,
GUIDEWIRE FIXD CORE .018X145CM,$154.64,,,
GUIDEWIRE GT 0.18 DBL ANGLE,$154.64,,,
GUIDEWIRE MAGIC TORQUE 180CM,$154.64,,,
GUIDEWIRE PLAT PLUS .014X180CM,$154.64,,,
GUIDEWIRE PRESS RADI 12006,$154.64,,,
GUIDEWIRE PW 180CM,$154.64,,,
GUIDEWIRE SPARTA .014INX190CM,$154.64,,,
GUIDEWIRE STIFF,$83.00,,,
GUIDEWIRE SUP STIFF0.035X260CM,$154.64,,,
GUIDEWIRE TEF .035X260,$154.64,,,
GUIDEWIRE TFE CTD CRV,$154.64,,,
GUIDEWIRE THRUWAY .018 190CM,$154.64,,,
GUIDEWIRE TORQUE VASC .035X260,$154.64,,,
GUIDEWIRE TRANSEND .018X165CM,$154.64,,,
GUIDEWIRE TREASURE 12 300CM,$154.64,,,
GUIDEWIRE VASC .014IN 300CM 5,$875.00,,,
GUIDEWIRE VASC 190CM .014IN J,$296.00,,,
GUIDEWIRE VASC 260CM .035IN JA,$184.00,,,
GUIDEWIRE VASC 300CM .014IN IN,$307.12,,,
GUIDEWIRE VASCULAR 150CM .025I,$32.00,,,
GUIDEWIRE VASCULAR 80CM .035IN,$40.16,,,
GUIDEWIRE VASCULAR COPE MANDRI,$92.00,,,
GUIDEWIRE VASCULAR J-TIP 150CM,$46.00,,,
GUIDEWIRE VICTORY .014X300CM,$154.64,,,
GUIDEWIRE VICTORY .018X300CM,$154.64,,,
GUIDEWIRE X5 .014X300CM,$154.64,,,
GUIDWR .035IN  LLT 950,$154.64,,,
GUIDWR COOK .035INX80CM,$154.64,,,
GUIDWR COOK LDQ XSTIFF 4CM TIP,$154.64,,,
GUN BIOPSY 14G/16CM,$78.40,,,
GUN BIOPSY 20G X 20CM,$83.54,,,
GUN BIOPSY QUICK CORE,$79.00,,,
GUN BX 20GX10CM DISP LYMPH,$165.00,,,
GUN BX NEEDLE MXCR18G 10CM,$155.00,,,
GUN BX QUICK CORE 16,$79.00,,,
GUN BX QUICK CORE 18,$79.00,,,
GW .014 X175CM PRES WIRE12056,$154.64,,,
GW .014 X300CM PRES WIRE12356,$154.64,,,
GW .014IN TIP 3CM 190CM,$154.64,,,
GW .014IN VIPER FLEX,$154.64,,,
GW .014INX180CM ASAHI 12776-01,$154.64,,,
GW .014INX190CMX3CM HI-TORQ,$154.64,,,
GW .014INX300CM ASAHI MRCLBRO3,$154.64,,,
GW .014INX300CM HI-TORQ,$154.64,,,
GW .014INX300CM J CHOICE PT,$154.64,,,
GW .014INX300CM J FLOPPYCHOICE,$154.64,,,
GW .014INX300CM STR CHOICE PT,$154.64,,,
GW .014INX300CM STR PILOT 50,$154.64,,,
GW .014INX300CM TIP 2CM,$154.64,,,
GW .014INX300CM TIP 3CM PT,$154.64,,,
GW .014INX5X190CM SPARTACORE,$154.64,,,
GW .014X300CM 12G CTO,$154.64,,,
GW .014X300CM 18G CTO,$154.64,,,
GW .014X300CM MRCLBRO 4.5,$154.64,,,
GW .014X300CM PROWTR 14935-01,$154.64,,,
GW .014X300CM PT GRAPHIX,$154.64,,,
GW .018 NITINOL 6.0 FLOPPY TIP,$154.64,,,
GW .018INX150CM TPR TIP 8CM,$154.64,,,
GW .018INX180CM STD ANG TERUMO,$154.64,,,
GW .018INX200CM TPR TIP 8CM,$154.64,,,
GW .018INX260CM PLAT PLUS VASC,$154.64,,,
GW .018INX260CM STR CTD TSF,$154.64,,,
GW .018INX300CM RD RUNNER,$154.64,,,
GW .018INX300CM STRBLE SHT TPR,$154.64,,,
GW .018INX300CM TPR TIP 12CM,$154.64,,,
GW .018INX300CM TPR TIP 8CM,$154.64,,,
GW .018INX7.5CM XTRA STIFF,$154.64,,,
GW .018MMX300CM SV8,$154.64,,,
GW .018X300CM THRUWAY,$154.64,,,
GW .025INX145CMXTIP 3MM STD,$154.64,,,
GW .035IN J TSCF-35-260,$154.64,,,
GW .035INX145CM HI-TORQ SUPRA,$154.64,,,
GW .035INX145CM J-TIP FIXED CO,$154.64,,,
GW .035INX145CM J-TIP MOVABLE,$154.64,,,
GW .035INX145CM STR TIP FX COR,$154.64,,,
GW .035INX145CM TIP 6CM SUP,$154.64,,,
GW .035INX145CM WHOLEY LF,$154.64,,,
GW .035INX150CM DIAG EMRLD STR,$154.64,,,
GW .035INX150CM STD ANGLED,$154.64,,,
GW .035INX180CM TSMG35,$154.64,,,
GW .035INX180CMX6CM SUP STIFF,$154.64,,,
GW .035INX260CM CTD ROSEN,$154.64,,,
GW .035INX260CM MAGIC TORQ 5CM,$154.64,,,
GW .035INX260CM STD ANG TIP,$154.64,,,
GW .035INX260CM STD REG STR,$154.64,,,
GW .035INX260CM TIP 1MM SUP,$154.64,,,
GW .035INX300CM HI-TORQ SUPRA,$154.64,,,
GW .035X175CM J VERSACORE,$154.64,,,
GW .035X180CM TORQUE 46-591,$154.64,,,
GW .035X260CM STIFF JAG HYDRA,$154.64,,,
GW .035X300CM STD VERSACORE,$154.64,,,
GW .035X3MM150CM J WIRE BS,$154.64,,,
GW .035X3MM180CM WHOLEY BS,$154.64,,,
GW .035X3MM260CM J WIRE BS,$154.64,,,
GW .038INX75CM TIP 6CM SS,$154.64,,,
GW .35X3MMX150CM STRAIGHT BS,$154.64,,,
GW .35X3MMX260CM STRAIGHT BS,$154.64,,,
GW 0.035INX175CM WHLY MOD J,$154.64,,,
GW 035X180CM J3 INQWIRE,$154.64,,,
GW 25CMX180CM STRBLE FATHOM,$154.64,,,
GW 35X260CM STR W/HEPARIN,$154.64,,,
GW 3J .035X260,$154.64,,,
GW 3MMX180CMX.035IN CRV J HEP,$154.64,,,
GW AMPLATZ SUP STIFF .035 260,$154.64,,,
GW AMPLATZ SUPER STIFF 75CM,$154.64,,,
GW ANG TIP.035INX260CM 46-154B,$154.64,,,
GW ANGIO CATH 5FRX100CM,$154.64,,,
GW ASAHI GRAND SLAM PTCA GUID,$154.64,,,
GW ASAHI GRANDSLM .014INX300CM,$154.64,,,
GW ASAHI MIRACLEBRS 6 14938-01,$154.64,,,
GW ASAHI PROWATER 3J,$154.64,,,
GW ASAHI REGALLA XS 1.0 300CM,$154.64,,,
GW BENTSON 035X145,$154.64,,,
GW CHOICE PT ES 300MM STR,$154.64,,,
GW COOK EXCH J .021X260X3,$154.64,,,
GW COOK EXCH J .025X260X3,$154.64,,,
GW CRDSTABILIZER .014/180CM,$154.64,,,
GW HI TORQUE .014X300CM BMW 3J,$154.64,,,
GW HI-TORQUE WHISPER 180CM J,$154.64,,,
GW HYDRO ST HMW-14-190-ST,$154.64,,,
GW INT ASAHI FIELDER XT 300 CM,$154.64,,,
GW INTERMEDIATE EXCHANGE 260,$154.64,,,
GW J TFE .035X180CM G00511,$154.64,,,
GW MT AMPTZ SUP STF.035X180CM,$154.64,,,
GW PLATINUM PLUS .018X180MM,$154.64,,,
GW ROSEN TFE 035X145CM G01382,$154.64,,,
GW SS AMPLATZ .035INX75CM,$154.64,,,
GW SS SET MICROSPUN 4FRX10CM,$154.64,,,
GW S-STIFF J .035INX260X3CM,$154.64,,,
GW STIFF .035INX 80CM GS3505,$154.64,,,
GW STIFF ANG .035INX 260CMX3CM,$154.64,,,
GW STIFF ANGLED .035INX260CM,$154.64,,,
GW STIFF STR .035IN X 180CM,$154.64,,,
GW STIFF STR .035INX 180CM,$154.64,,,
GW SWAN .025X150CM,$154.64,,,
GW VASC .035X150 JKT COR TO,$122.60,,,
GW VASC 150CM .035IN FLX TP,$187.20,,,
GW VASC 150CM .035IN STD SHFT,$154.64,,,
GW VASC 180CM .035IN STF ANG,$193.80,,,
GW VASC 180CM .035IN STF STRGT,$154.64,,,
GW VASC 180X7CM .035IN SPRG CL,$141.36,,,
GW VASC 260CM .035 FLX TP 3,$154.64,,,
GW VASC 300CM .014 X SUPP J,$306.00,,,
GW VASC 300CM .014IN SMTH NVG,$154.64,,,
GW VASCULAR 175CMX.014IN,$154.64,,,
GW VERSACORE 260CM FLOPPY,$154.64,,,
GW VIPERWIRE 200CM X 0.12 INCH,$154.64,,,
GW WHISPER VIEW .014X190CM J,$154.64,,,
GW WHOLEY .035 260CM 50435-909,$154.64,,,
GW WHOLEY J TIP 145CM .035IN I,$220.00,,,
GW XSTIFF AMP.035X260CM BS,$154.64,,,
GWIRE .014INX182CM TIP 3CM PT,$154.64,,,
H PYLORI (C-13) BREATH TEST,$332.96,,,
H PYLORI DRUG ADMIN,$29.10,,,
H. INFLUENZA BACTERIAL AG,$61.51,,,
HAEMOPH B POLY CONJ10MCG/0.5ML,$94.56,,,
HALOPERIDOL 0.5 MG TAB,$2.10,,,
HALOPERIDOL 1 MG TAB,$2.73,,,
HALOPERIDOL 5 MG TAB,$5.86,,,
HALOPERIDOL ASSAY,$53.94,,,
HALOPERIDOL DEC INJ 100 MG,$308.88,,,
HALOPERIDOL DEC INJ 50 MG,$155.34,,,
HALOPERIDOL LACT INJ 5 ML,$35.98,,,
HALOPERIDOL ORAL 10MG/5ML UDC,$22.86,,,
HAMS; AUTO SCRN EA,$30.39,,,
HANDLE COIL DETACHMENT,$375.00,,,
HANDPIECE 20MM ATEC 0914-20MR,$569.00,,,
HANDPIECE BRSTBIO 13CM 9GA 3.7,$782.00,,,
HAPTOGLOBIN; QUAN,$327.61,,,
HAWKONE H1 LS 7FR STD TIP US,"$43,875.00",,,
HBA1/HBA2 GENE,$306.78,,,
HBG; METHEMOGLOBIN QUAN,$161.83,,,
"HBOT, FULL BODY CHAMBER, 30M",$946.86,,,
HCG FREE BETACHAIN TEST,$55.77,,,
HCG; QUAL,$250.06,,,
HCG; QUAN,$364.81,,,
HEART FIRST PASS SINGLE,"$1,417.19",,,
HEART MONITOR HOOKUPS,$47.13,,,
HEARTRATE & APNEA MONITOR,$82.00,,,
HEAVY METAL QUAL ANY ANAL,$69.75,,,
HEAVY METAL QUANT EACH NES,$121.70,,,
HEINZ BODIES; DIRECT,$25.64,,,
HEMAGGLUT INHIBITION TEST,$30.36,,,
HEMATOCRIT,$53.49,,,
HEMIBODY PARTICLES TOTAL BODY,"$1,670.13",,,
HEMOGLOBIN,$53.49,,,
HEMOGLOBIN; UNSTABLE SCREEN,$31.35,,,
HEMOGLOBIN; URINE,$74.07,,,
HEMOGLOBIN-OXYGEN AFFINITY,$40.02,,,
HEMOLYSIN ACID,$32.85,,,
HEMOLYSINS/AGGLUTININS,$68.56,,,
HEMORRHOIDAL PREP CREAM 26 GM,$14.70,,,
HEMORRHOIDAL PREP OINT 60 GM,$17.63,,,
HEMORRHOIDOPEXY BY STAPLING,"$6,422.13",,,
HEMOSTAT 1/2IN X 2IN SURGICEL,$108.53,,,
HEMOSTATSIS VALVE,$100.00,,,
HEP A VACC INJ 720 EL.U - SL,$0.01,,,
HEP A VACC PED/ADOL 2 DOSE IM,$26.17,,,
HEP B STATE PEDI 10MCG/0.5ML,$0.01,,,
HEP B STATE PEDI 5MCG/0.5ML,$0.01,,,
HEP B VAC 20 MCG/ 1 ML INJ,$349.20,,,
HEP B VACC 5MCG/0.5ML VIAL,$69.60,,,
HEP B VIR VAC 10MCG/0.5ML VIAL,$136.71,,,
"HEP SOD 1,000 U/ML 30ML VIAL",$40.80,,,
"HEPARIN  SOD INJ 1,000 U 1 ML",$23.22,,,
"HEPARIN  SOD INJ 10,000U/10ML",$43.69,,,
"HEPARIN  SOD INJ 25,000 U",$66.79,,,
"HEPARIN  SOD INJ 40,000 U",$45.60,,,
HEPARIN  SOD INJ 5000 U/ML 1ML,$24.87,,,
HEPARIN 1000 U/500 ML NS,$30.00,,,
HEPARIN ASSAY,$283.89,,,
HEPARIN LOCK FLUSH 100 U ML 5M,$80.60,,,
HEPARIN LOCK FLUSH 30 UNIT 3 M,$17.94,,,
HEPATIC  VENOGRAM W HDM,"$9,347.45",,,
HEPATIC FUNCTION PANEL,$363.71,,,
HEPATIC VENOGRAM WO HDM,"$6,913.32",,,
HEPATITIS A ANTIBODY,$124.36,,,
HEPATITIS A IGM ANTIBODY,$183.77,,,
HEPATITIS A VACCINE,$123.00,,,
HEPATITIS B IMMUNE GLOB 0.5 ML,$530.70,,,
HEPATITIS B IMMUNIZATION,$11.35,,,
HEPATITIS B SURFACE AG IA,$211.28,,,
HEPATITIS B VACC 10 MCG/1 ML,$369.24,,,
HEPATITIS BE AG IA,$105.63,,,
HEPATITIS C AB,$145.76,,,
HEPATITIS C CONFIRMATION,$211.20,,,
HEPATITIS C PROBE&RVRS TRNSC,$248.23,,,
HEPATITIS C REVRS TRNSCRPJ,$323.67,,,
HEPATITIS DELTA AG IA,$60.78,,,
HEPATOBIL SYST IMAGE W/DRUG,"$3,061.91",,,
HEPATOBILIARY SYSTEM IMAGING,"$2,724.60",,,
HEP-B NA QUAN,$711.39,,,
HERPES 6 AMPLIF NA PROBE,$170.31,,,
HERPES 6 NA QUAN,$274.47,,,
HERPES S AMPLIF NA PROBE,$175.99,,,
HERPES SIMPLEX 1 AG IF,$149.50,,,
HEXA GENE,$330.00,,,
HEXAGNAL PHOSPH PLTLT NEUTRL,$135.78,,,
HF TB CULTURE,$292.85,,,
HFE GENE,$725.64,,,
HFO W/JOINT(S) CF,$380.00,,,
HGB CHROMATOGRAPHY,$175.50,,,
HGB FRACT & QUAN; EP,$287.50,,,
HGB; FETAL CHEMICAL,$32.22,,,
HGB; FETAL QUAL,$34.29,,,
HGB; PLASMA,$41.14,,,
HGB; SULFHEMOGLOBIN QUAN,$30.63,,,
HIB PRP-T VACCINE 4 DOSE IM SL,$0.01,,,
HIGH VOLTAGE ADAPTER,"$16,000.00",,,
HIP ARTHRGRPHY INJ WO ANES BIL,$586.93,,,
HIP ARTHRGRPHY INJ WO ANES LT,$586.93,,,
HIP ARTHRGRPHY INJ WO ANES RT,$586.93,,,
HIP ARTHROGRAM BIL,"$2,588.64",,,
HIP ARTHROGRAM LT,"$1,849.75",,,
HIP ARTHROGRAM RT,"$1,849.75",,,
HIP ARTHROGRPHY INJ W ANES BIL,$552.41,,,
HIP ARTHROGRPHY INJ W ANES LT,$552.41,,,
HIP ARTHROGRPHY INJ W ANES RT,$552.41,,,
HIP STRAPPING BIL,$220.02,,,
HIP STRAPPING LT,$220.02,,,
HIP STRAPPING RT,$220.02,,,
HISTAMINE,$156.84,,,
HISTOCHEMICAL STAINS ADD-ON,$898.15,,,
HISTOPLASMA CAPSUL AG IA,$339.65,,,
HIV COMBINATION ASSAY,$170.76,,,
HIV-1 AG IA,$165.00,,,
HIV-1 AG W/HIV-1 & HIV-2 AB,$170.76,,,
HIV-1 QUANT&REVRSE TRNSCRPJ,$398.53,,,
HIV-1/HIV-2 SINGLE RESULT,$50.76,,,
HLA A29 DETERMINATION,$226.28,,,
HLA CLASS I HIGH DEFIN QUAL,$971.25,,,
HLA CLASS I PHENOTYPE QUAL,$299.04,,,
HLA CLASS I SEMIQUANT PANEL,"$1,324.29",,,
HLA CLASS I&II ANTIBODY QUAL,$192.57,,,
HLA CLASS I/II ANTIBODY QUAL,$192.57,,,
HLA CLASS II HIGH DEFIN QUAL,$977.40,,,
HLA CLASS II PHENOTYPE QUAL,$256.32,,,
HLA CLASS II SEMIQUANT PANEL,"$1,196.16",,,
HLA I & II TYPING HR,"$1,279.89",,,
HLA I TYPING 1 ANTIGEN LR,$369.01,,,
HLA I TYPING COMPLETE LR,"$1,210.77",,,
HLA II TYPING 1 ALLELE HR,$404.19,,,
HLA II TYPING 1 LOCUS LR,$633.34,,,
HLA II TYPING AG EQUIV LR,$817.56,,,
HLA TYPE; A B C MULTI AG,$214.80,,,
HLA TYPE; A B C SGL AG,$121.77,,,
HLA TYPE; DR/DQ MULTI AG,$318.42,,,
HLA TYPE; DR/DQ SGL AG,$103.17,,,
HLA TYPE; MLC,$135.42,,,
HMAN PAPLLMAVRUS 9VALNT VACCNE,"$1,298.16",,,
HMAN PAPLLMAVRUS 9VLNT VACC-SL,$0.01,,,
HOCKEY CSTABRT CATH 6FR 90CM,$261.86,,,
HOCM <=149 MG/ML   100ML,$102.00,,,
HOCM <=149 MG/ML   150ML,$153.00,,,
HOCM <=149 MG/ML   300ML,$306.00,,,
HOCM <=149 MG/ML IODINE. 1ML,$1.02,,,
HOCM 300-349 MG/ML IODINE 1ML,$6.36,,,
HOCM 350-399 MG/ML IODINE 1ML,$1.02,,,
HOME SLEEP TEST/TYPE 3 PORTA,$895.39,,,
HOMER ULTRA 30CM X 20 NE,$530.90,,,
HOMOCYSTEINE,$93.60,,,
HOMOGENIZ TISS FOR CULTURE,$61.51,,,
HOMOVANILLIC ACID,$71.67,,,
HPV COMBO ASSAY CA SCREEN,$127.50,,,
HPV HIGH-RISK TYPES,$155.00,,,
HPV LOW-RISK TYPES,$155.00,,,
HPV TYPES 16 & 18 ONLY,$155.00,,,
HPYLORI STOOL IA,$131.04,,,
HRAS EXON 2 SEQUENCE,"$2,106.24",,,
HT MUSC IMAGE PLANAR MULT,"$5,779.66",,,
HT MUSCLE IMAGE PLANAR SING,"$3,335.49",,,
HT MUSCLE IMAGE SPECT MULT,"$6,969.90",,,
HT MUSCLE IMAGE SPECT SING,"$5,635.17",,,
"HT POWERTURN FLEX, 190CM",$288.00,,,
"HT POWERTURN FLEX, 190CM J",$288.00,,,
"HT POWERTURN FLEX, 300CM",$288.00,,,
"HT POWERTURN FLEX, 300CM J",$288.00,,,
"HT POWERTURN ULTRA FLEX, 190CM",$288.00,,,
"HT POWERTURN ULTRA FLEX, 300CM",$288.00,,,
"HT POWERTURN, 190CM",$288.00,,,
"HT POWERTURN, 190CM J",$288.00,,,
"HT POWERTURN, 300CM",$288.00,,,
"HT POWERTURN, 300CM J",$288.00,,,
"HT POWRTRN ULTRA FLEX, 190CM J",$288.00,,,
"HT POWRTRN ULTRA FLEX, 300CM J",$288.00,,,
HT STBL ALKALINE PHOSPHATASE,$39.74,,,
HUB CATH REPLACEMENT 23-27CM,$225.00,,,
HUMAN EPIDIDYMIS PROTEIN 4,$450.00,,,
HUMAN PAPILLOMAVIRUS VACCINE,$768.00,,,
HYALURONIDASE INJ 200 UNITS,$590.76,,,
HYDRALAZINE HCL 10 MG TAB,$0.60,,,
HYDRALAZINE HCL 100 MG TAB,$1.38,,,
HYDRALAZINE HCL 25 MG TAB,$0.72,,,
HYDRALAZINE HCL 50 MG TAB,$0.84,,,
HYDRALAZINE HCL INJ 20 MG,$77.44,,,
HYDRATE IV INFUSION ADD-ON,$219.82,,,
HYDRATION IV INFUSION 1ST HR,$675.25,,,
"HYDRATION IV INFUSION, INIT",$658.37,,,
hydroCHLOROthiazide 12.5MG TAB,$4.89,,,
HYDROCHLOROTHIAZIDE 25 MG TAB,$0.78,,,
HYDROCODONE/APAP TAB,$12.45,,,
HYDROCODONE/HOMA 5 ML UDC,$5.52,,,
HYDROCORT SOD SUCC INJ 100 MG,$80.75,,,
HYDROCORT/PRAM 1% FOAM 10 GM,$869.06,,,
HYDROCORT/PRAM 1-1% LOT 60ML,"$1,746.96",,,
HYDROCORT/PRAM CR 30 GM,$873.00,,,
HYDROCORT/PRAM CR 4GM,$73.85,,,
HYDROCORTISONE 1% CR 30 GM,$23.43,,,
HYDROCORTISONE 1% OINT 30 GM,$25.68,,,
HYDROCORTISONE 10 MG TAB,$3.52,,,
HYDROCORTISONE 2.5% CR 30 GM,$19.80,,,
HYDROCORTISONE 2.5% OINT 30GM,$20.94,,,
HYDROCORTISONE 25 MG SUPP,$123.47,,,
HYDROMORPHONE 0.2MG/ML 30MLPCA,$40.98,,,
HYDROMORPHONE 0.5 MG/0.5ML INJ,$21.15,,,
HYDROMORPHONE 1 MG INJ,$20.99,,,
HYDROMORPHONE 2 MG TAB,$2.09,,,
HYDROMORPHONE 2 MG/ML INJ,$8.65,,,
HYDROMORPHONE 30 MG/30 ML PCA,$109.02,,,
HYDROMORPHONE INJ 50 MG,$64.38,,,
HYDROXYCHLOROQUINE 200 MG TAB,$8.20,,,
HYDROXYPROGESTERONE 17-D,$180.00,,,
HYDROXYPROLINE; FREE,$83.88,,,
HYDROXYPROLINE; TOTAL,$90.03,,,
HYDROXYUREA 500 MG CAP,$6.60,,,
HYDROXYZINE 10 MG TAB,$1.72,,,
HYDROXYZINE 10 MG/5 ML UDC,$5.20,,,
HYDROXYZINE 25 MG TAB,$4.85,,,
HYDROXYZINE 50 MG TAB,$2.81,,,
HYDROXYZINE INJ 50 MG/ML 1 ML,$128.16,,,
HYOSCYAMINE SULF 0.125 MG SL,$5.10,,,
HYOSCYAMINE SULF 0.125 MG SOLN,$15.90,,,
HYOSCYAMINE SULF 0.375MG CAPCR,$5.94,,,
HYPROMELLOSE OPTH 2.5% 15 ML,$67.14,,,
HYSTERO TRAY,$82.00,,,
HYSTEROGR/SIS CONTR/SALINE INJ,$281.93,,,
HYSTEROPROCEDURE TRAY,"$1,386.00",,,
HYSTEROSALPING CATHETER,$73.00,,,
HYSTEROSALPINGOGRAM,"$1,299.45",,,
I & D VAGINAL HEMATOMA PP,"$3,738.60",,,
I&D absc compl or multi,$333.20,,,
I&D ABSC/CYS FOM; SUBMANDIB,"$6,098.82",,,
I&D ABSC/CYST TONG FOM LINGUAL,"$1,275.39",,,
I&D ABSC/CYST TONG FOM SUPERF,$495.06,,,
I&D ABSC; COMPL OR MULTI,$333.20,,,
I&D ABSC; SMPL OR SGL,$333.20,,,
I&D ABSCESS; PERITONSILLAR,$495.06,,,
I&D BARTHOLINS GLAND ABSCESS,$445.68,,,
I&D CPLX POSTOP WND INF,"$6,447.75",,,
I&D DEEP ABSC SFT TISS NK/THOR,"$6,447.75",,,
I&D EPDYMS TESTIS/SCROT SP BIL,"$7,054.16",,,
I&D EPDYMS TESTIS/SCROT SP LT,"$4,702.77",,,
I&D EPDYMS TESTIS/SCROT SP RT,"$4,702.77",,,
I&D HEMATOMA/FLUID,"$3,738.60",,,
I&D LEG/ANK DEEP ABSC/HEMA BIL,"$9,671.63",,,
I&D LEG/ANK DEEP ABSC/HEMA LT,"$6,447.75",,,
I&D LEG/ANK DEEP ABSC/HEMA RT,"$6,447.75",,,
I&D LEG/ANKLE INFECTD BRSA BIL,"$5,615.87",,,
I&D LEG/ANKLE INFECTED BRSA LT,"$3,743.91",,,
I&D LEG/ANKLE INFECTED BRSA RT,"$3,743.91",,,
I&D OF VULVA/PERINEAL ABSCESS,$744.24,,,
I&D PERIRECTAL OR ISCHIAL ABSC,"$2,596.98",,,
I&D PILONID CYS; SMPL,"$1,588.74",,,
I&D pilonid cyst cplx,$333.20,,,
I&D pilonid cyst simple,$333.20,,,
I&D PILONID CYST; CPLX,"$1,588.74",,,
I&D SUBMUCOSAL ABSCSS RECTUM,"$2,596.98",,,
